ID	Tx:40
AusGEM_01127.fa	UC
AusGEM_01128.fa	UC
AusGEM_01129.fa	31
AusGEM_01130.fa	UC
AusGEM_01131.fa	UC
AusGEM_01132.fa	UC
AusGEM_01133.fa	8
AusGEM_01134.fa	437
AusGEM_01135.fa	65
AusGEM_01136.fa	8
AusGEM_01137.fa	UC
AusGEM_01138.fa	533
AusGEM_01139.fa	UC
AusGEM_01140.fa	283
AusGEM_01141.fa	533
AusGEM_01142.fa	1152
AusGEM_01143.fa	UC
AusGEM_01144.fa	339
AusGEM_01145.fa	8
AusGEM_01147.fa	437
AusGEM_01148.fa	UC
AusGEM_01149.fa	1065
AusGEM_01150.fa	UC
AusGEM_01151.fa	UC
AusGEM_01152.fa	UC
AusGEM_01154.fa	UC
AusGEM_01155.fa	UC
AusGEM_01156.fa	729
AusGEM_01158.fa	UC
AusGEM_01159.fa	6
AusGEM_01160.fa	21
AusGEM_01161.fa	UC
AusGEM_01162.fa	UC
AusGEM_01163.fa	261
AusGEM_01164.fa	21
AusGEM_01165.fa	2701
AusGEM_01166.fa	484
AusGEM_01167.fa	UC
AusGEM_01168.fa	174
AusGEM_01169.fa	UC
AusGEM_01170.fa	718
AusGEM_01171.fa	UC
AusGEM_01172.fa	135
AusGEM_01173.fa	UC
AusGEM_01174.fa	UC
AusGEM_01175.fa	10
AusGEM_01176.fa	UC
AusGEM_01178.fa	128
AusGEM_01179.fa	415
AusGEM_01180.fa	718
AusGEM_01181.fa	UC
AusGEM_01183.fa	UC
AusGEM_01184.fa	63
AusGEM_01185.fa	UC
AusGEM_01186.fa	UC
AusGEM_01187.fa	540
AusGEM_01188.fa	UC
AusGEM_01189.fa	UC
AusGEM_01190.fa	1129
AusGEM_01191.fa	UC
AusGEM_01192.fa	UC
AusGEM_01193.fa	UC
AusGEM_01194.fa	UC
AusGEM_01195.fa	23
AusGEM_01196.fa	UC
AusGEM_01197.fa	UC
AusGEM_01198.fa	1515
AusGEM_01199.fa	128
AusGEM_01200.fa	609
AusGEM_01202.fa	UC
AusGEM_01203.fa	UC
AusGEM_01204.fa	UC
AusGEM_01205.fa	23
AusGEM_01207.fa	21
AusGEM_01208.fa	65
AusGEM_01209.fa	UC
AusGEM_01210.fa	594
AusGEM_01212.fa	2319
AusGEM_01213.fa	UC
AusGEM_01214.fa	594
AusGEM_01215.fa	UC
AusGEM_01216.fa	UC
AusGEM_01217.fa	21
AusGEM_01218.fa	665
AusGEM_01219.fa	123
AusGEM_01220.fa	347
AusGEM_01221.fa	721
AusGEM_01222.fa	UC
AusGEM_01223.fa	696
AusGEM_01224.fa	721
AusGEM_01225.fa	UC
AusGEM_01226.fa	1515
AusGEM_01227.fa	UC
AusGEM_01228.fa	UC
AusGEM_01229.fa	UC
AusGEM_01230.fa	UC
AusGEM_01231.fa	UC
AusGEM_01232.fa	UC
AusGEM_01233.fa	UC
AusGEM_01235.fa	UC
AusGEM_01236.fa	UC
AusGEM_01237.fa	UC
AusGEM_01238.fa	44
AusGEM_01239.fa	UC
AusGEM_01240.fa	42
AusGEM_01241.fa	270
AusGEM_01243.fa	UC
AusGEM_01244.fa	23
AusGEM_01245.fa	23
AusGEM_01246.fa	466
AusGEM_01248.fa	UC
AusGEM_01250.fa	UC
AusGEM_01251.fa	1290
AusGEM_01253.fa	UC
AusGEM_01254.fa	275
AusGEM_01255.fa	84
AusGEM_01256.fa	262
AusGEM_01257.fa	36
AusGEM_01258.fa	721
AusGEM_01259.fa	UC
AusGEM_01260.fa	1349
AusGEM_01261.fa	251
AusGEM_01262.fa	69
AusGEM_01263.fa	278
AusGEM_01264.fa	696
AusGEM_01265.fa	UC
AusGEM_01266.fa	44
AusGEM_01267.fa	36
AusGEM_01268.fa	195
AusGEM_01269.fa	UC
AusGEM_01271.fa	UC
AusGEM_01272.fa	40
AusGEM_01273.fa	UC
AusGEM_01274.fa	UC
AusGEM_01275.fa	1065
AusGEM_01276.fa	UC
AusGEM_01277.fa	13
AusGEM_01278.fa	UC
AusGEM_01279.fa	192
AusGEM_01281.fa	32
AusGEM_01282.fa	25
AusGEM_01283.fa	UC
AusGEM_01284.fa	UC
AusGEM_01285.fa	48
AusGEM_01286.fa	212
AusGEM_01287.fa	705
AusGEM_01288.fa	272
AusGEM_01289.fa	1329
AusGEM_01290.fa	1047
AusGEM_01291.fa	469
AusGEM_01292.fa	705
AusGEM_01293.fa	UC
AusGEM_01295.fa	8
AusGEM_01296.fa	UC
AusGEM_01297.fa	562
AusGEM_01298.fa	UC
AusGEM_01299.fa	UC
AusGEM_01300.fa	UC
AusGEM_01301.fa	UC
AusGEM_01302.fa	743
AusGEM_01303.fa	UC
AusGEM_01304.fa	UC
AusGEM_01305.fa	UC
AusGEM_01306.fa	6
AusGEM_01307.fa	UC
AusGEM_01308.fa	64
AusGEM_01309.fa	277
AusGEM_01310.fa	192
AusGEM_01311.fa	UC
AusGEM_01312.fa	UC
AusGEM_01313.fa	277
AusGEM_01314.fa	UC
AusGEM_01315.fa	UC
AusGEM_01316.fa	2031
AusGEM_01317.fa	2456
AusGEM_01318.fa	32
AusGEM_01319.fa	UC
AusGEM_01320.fa	115
AusGEM_01322.fa	530
AusGEM_01323.fa	606
AusGEM_01324.fa	UC
AusGEM_01325.fa	UC
AusGEM_01326.fa	469
AusGEM_01327.fa	235
AusGEM_01328.fa	2031
AusGEM_01329.fa	631
AusGEM_01330.fa	UC
AusGEM_01331.fa	UC
AusGEM_01332.fa	6
AusGEM_01333.fa	UC
AusGEM_01334.fa	UC
AusGEM_01335.fa	UC
AusGEM_01336.fa	148
AusGEM_01337.fa	44
AusGEM_01338.fa	UC
AusGEM_01339.fa	UC
AusGEM_01340.fa	272
AusGEM_01341.fa	1329
AusGEM_01342.fa	36
AusGEM_01343.fa	UC
AusGEM_01344.fa	UC
AusGEM_01347.fa	347
AusGEM_01348.fa	530
AusGEM_01349.fa	UC
AusGEM_01350.fa	10
AusGEM_01351.fa	10
AusGEM_01352.fa	10
AusGEM_01353.fa	485
AusGEM_01354.fa	UC
AusGEM_01356.fa	UC
AusGEM_01357.fa	UC
AusGEM_01358.fa	645
AusGEM_01360.fa	148
AusGEM_01361.fa	UC
AusGEM_01362.fa	UC
AusGEM_01363.fa	UC
AusGEM_01364.fa	1329
AusGEM_01365.fa	UC
AusGEM_01366.fa	UC
AusGEM_01367.fa	UC
AusGEM_01368.fa	UC
AusGEM_01371.fa	339
AusGEM_01372.fa	UC
AusGEM_01373.fa	270
AusGEM_01374.fa	1329
AusGEM_01375.fa	434
AusGEM_01376.fa	UC
AusGEM_01377.fa	40
AusGEM_01379.fa	466
AusGEM_01380.fa	UC
AusGEM_01381.fa	UC
AusGEM_01382.fa	UC
AusGEM_01383.fa	192
AusGEM_01384.fa	539
AusGEM_01385.fa	31
AusGEM_01386.fa	609
AusGEM_01387.fa	88
AusGEM_01388.fa	160
AusGEM_01389.fa	UC
AusGEM_01390.fa	UC
AusGEM_01391.fa	UC
AusGEM_01392.fa	665
AusGEM_01393.fa	UC
AusGEM_01394.fa	294
AusGEM_01396.fa	UC
AusGEM_01397.fa	539
AusGEM_01398.fa	UC
AusGEM_01399.fa	32
AusGEM_01400.fa	13
AusGEM_01401.fa	UC
AusGEM_01402.fa	UC
AusGEM_01403.fa	562
AusGEM_01404.fa	84
AusGEM_01405.fa	718
AusGEM_01406.fa	UC
AusGEM_01407.fa	23
AusGEM_01408.fa	UC
AusGEM_01409.fa	UC
AusGEM_01410.fa	UC
AusGEM_01411.fa	UC
AusGEM_01412.fa	UC
AusGEM_01413.fa	UC
AusGEM_01414.fa	23
AusGEM_01415.fa	UC
AusGEM_01416.fa	2319
AusGEM_01418.fa	UC
AusGEM_01419.fa	UC
AusGEM_01420.fa	UC
AusGEM_01422.fa	UC
AusGEM_01423.fa	UC
AusGEM_01424.fa	UC
AusGEM_01425.fa	14
AusGEM_01426.fa	UC
AusGEM_01427.fa	UC
AusGEM_01428.fa	UC
AusGEM_01429.fa	433
AusGEM_01431.fa	355
AusGEM_01432.fa	UC
AusGEM_01433.fa	192
AusGEM_01434.fa	192
AusGEM_01435.fa	339
AusGEM_01437.fa	609
AusGEM_01438.fa	263
AusGEM_01439.fa	UC
AusGEM_01440.fa	UC
AusGEM_01441.fa	UC
AusGEM_01442.fa	UC
AusGEM_01443.fa	192
AusGEM_01444.fa	540
AusGEM_01445.fa	332
AusGEM_01446.fa	591
AusGEM_01447.fa	31
AusGEM_01448.fa	8
AusGEM_01449.fa	129
AusGEM_01450.fa	UC
AusGEM_01451.fa	UC
AusGEM_01452.fa	27
AusGEM_01454.fa	130
AusGEM_01455.fa	UC
AusGEM_01456.fa	644
AusGEM_01457.fa	UC
AusGEM_01458.fa	644
AusGEM_01459.fa	644
AusGEM_01460.fa	UC
AusGEM_01461.fa	UC
AusGEM_01462.fa	UC
AusGEM_01463.fa	438
AusGEM_01464.fa	438
AusGEM_01465.fa	UC
AusGEM_01466.fa	438
AusGEM_01470.fa	438
AusGEM_01471.fa	438
AusGEM_01472.fa	438
AusGEM_01473.fa	UC
AusGEM_01474.fa	UC
AusGEM_01475.fa	UC
AusGEM_01476.fa	172
AusGEM_01477.fa	172
AusGEM_01478.fa	UC
AusGEM_01480.fa	UC
AusGEM_01481.fa	UC
AusGEM_01482.fa	15
AusGEM_01483.fa	138
AusGEM_01484.fa	865
AusGEM_01485.fa	UC
AusGEM_01486.fa	401
AusGEM_01487.fa	401
AusGEM_01488.fa	UC
AusGEM_01489.fa	UC
AusGEM_01490.fa	534
AusGEM_01491.fa	534
AusGEM_01492.fa	UC
AusGEM_01493.fa	UC
AusGEM_01495.fa	UC
AusGEM_01496.fa	UC
AusGEM_01497.fa	436
AusGEM_01498.fa	436
AusGEM_01499.fa	1172
AusGEM_01500.fa	1172
AusGEM_01501.fa	1172
AusGEM_01502.fa	UC
AusGEM_01503.fa	786
AusGEM_01504.fa	786
AusGEM_01505.fa	786
AusGEM_01506.fa	786
AusGEM_01507.fa	786
AusGEM_01508.fa	786
AusGEM_01509.fa	786
AusGEM_01510.fa	786
AusGEM_01511.fa	786
AusGEM_01512.fa	786
AusGEM_01513.fa	786
AusGEM_01514.fa	UC
AusGEM_01515.fa	523
AusGEM_01516.fa	523
AusGEM_01517.fa	UC
AusGEM_01518.fa	290
AusGEM_01519.fa	290
AusGEM_01520.fa	UC
AusGEM_01521.fa	826
AusGEM_01522.fa	826
AusGEM_01523.fa	826
AusGEM_01524.fa	242
AusGEM_01525.fa	237
AusGEM_01526.fa	237
AusGEM_01528.fa	237
AusGEM_01529.fa	397
AusGEM_01530.fa	UC
AusGEM_01531.fa	48
AusGEM_01532.fa	48
AusGEM_01533.fa	565
AusGEM_01534.fa	180
AusGEM_01535.fa	368
AusGEM_01536.fa	120
AusGEM_01537.fa	42
AusGEM_01538.fa	605
AusGEM_01539.fa	47
AusGEM_01540.fa	120
AusGEM_01541.fa	180
AusGEM_01542.fa	605
AusGEM_01543.fa	UC
AusGEM_01544.fa	UC
AusGEM_01546.fa	UC
AusGEM_01547.fa	UC
AusGEM_01548.fa	UC
AusGEM_01549.fa	444
AusGEM_01550.fa	444
AusGEM_01551.fa	722
AusGEM_01552.fa	35
AusGEM_01553.fa	1042
AusGEM_01555.fa	1181
AusGEM_01556.fa	1181
AusGEM_01557.fa	1042
AusGEM_01558.fa	1042
AusGEM_01559.fa	1042
AusGEM_01560.fa	1042
AusGEM_01561.fa	383
AusGEM_01564.fa	383
AusGEM_01565.fa	383
AusGEM_01566.fa	383
AusGEM_01567.fa	1228
AusGEM_01568.fa	1228
AusGEM_01569.fa	383
AusGEM_01570.fa	383
AusGEM_01571.fa	383
AusGEM_01572.fa	1042
AusGEM_01573.fa	692
AusGEM_01574.fa	692
AusGEM_01575.fa	692
AusGEM_01576.fa	UC
AusGEM_01577.fa	528
AusGEM_01578.fa	528
AusGEM_01579.fa	UC
AusGEM_01580.fa	232
AusGEM_01581.fa	232
AusGEM_01582.fa	UC
AusGEM_01583.fa	288
AusGEM_01584.fa	288
AusGEM_01585.fa	288
AusGEM_01586.fa	288
AusGEM_01587.fa	288
AusGEM_01588.fa	288
AusGEM_01589.fa	288
AusGEM_01590.fa	288
AusGEM_01591.fa	288
AusGEM_01592.fa	288
AusGEM_01593.fa	288
AusGEM_01594.fa	288
AusGEM_01595.fa	288
AusGEM_01596.fa	288
AusGEM_01597.fa	288
AusGEM_01598.fa	288
AusGEM_01599.fa	288
AusGEM_01600.fa	288
AusGEM_01601.fa	288
AusGEM_01602.fa	288
AusGEM_01603.fa	UC
AusGEM_01604.fa	288
AusGEM_01606.fa	288
AusGEM_01607.fa	UC
AusGEM_01608.fa	288
AusGEM_01609.fa	288
AusGEM_01610.fa	288
AusGEM_01611.fa	288
AusGEM_01612.fa	288
AusGEM_01616.fa	522
AusGEM_01620.fa	UC
AusGEM_01621.fa	169
AusGEM_01622.fa	169
AusGEM_01623.fa	7
AusGEM_01624.fa	7
AusGEM_01625.fa	7
AusGEM_01626.fa	244
AusGEM_01627.fa	UC
AusGEM_01628.fa	244
AusGEM_01629.fa	UC
AusGEM_01630.fa	UC
AusGEM_01631.fa	416
AusGEM_01632.fa	416
AusGEM_01633.fa	105
AusGEM_01634.fa	60
AusGEM_01635.fa	UC
AusGEM_01636.fa	105
AusGEM_01637.fa	105
AusGEM_01638.fa	105
AusGEM_01639.fa	105
AusGEM_01640.fa	291
AusGEM_01641.fa	105
AusGEM_01642.fa	105
AusGEM_01643.fa	291
AusGEM_01644.fa	663
AusGEM_01645.fa	663
AusGEM_01646.fa	492
AusGEM_01647.fa	663
AusGEM_01649.fa	105
AusGEM_01650.fa	615
AusGEM_01651.fa	663
AusGEM_01652.fa	621
AusGEM_01653.fa	663
AusGEM_01654.fa	492
AusGEM_01655.fa	105
AusGEM_01656.fa	663
AusGEM_01657.fa	663
AusGEM_01658.fa	621
AusGEM_01659.fa	615
AusGEM_01660.fa	663
AusGEM_01661.fa	663
AusGEM_01662.fa	663
AusGEM_01663.fa	663
AusGEM_01664.fa	663
AusGEM_01665.fa	663
AusGEM_01666.fa	663
AusGEM_01667.fa	UC
AusGEM_01668.fa	615
AusGEM_01669.fa	492
AusGEM_01670.fa	105
AusGEM_01671.fa	663
AusGEM_01672.fa	621
AusGEM_01673.fa	105
AusGEM_01674.fa	277
AusGEM_01675.fa	UC
AusGEM_01678.fa	UC
AusGEM_01679.fa	UC
AusGEM_01680.fa	566
AusGEM_01681.fa	566
AusGEM_01682.fa	566
AusGEM_01683.fa	566
AusGEM_01684.fa	522
AusGEM_01685.fa	UC
AusGEM_01686.fa	UC
AusGEM_01687.fa	UC
AusGEM_01688.fa	UC
AusGEM_01689.fa	UC
AusGEM_01690.fa	1461
AusGEM_01691.fa	488
AusGEM_01692.fa	488
AusGEM_01693.fa	488
AusGEM_01694.fa	488
AusGEM_01695.fa	488
AusGEM_01696.fa	488
AusGEM_01697.fa	488
AusGEM_01698.fa	488
AusGEM_01699.fa	488
AusGEM_01700.fa	488
AusGEM_01701.fa	488
AusGEM_01702.fa	488
AusGEM_01703.fa	488
AusGEM_01704.fa	488
AusGEM_01705.fa	488
AusGEM_01706.fa	UC
AusGEM_01707.fa	UC
AusGEM_01708.fa	96
AusGEM_01709.fa	UC
AusGEM_01710.fa	96
AusGEM_01711.fa	884
AusGEM_01712.fa	884
AusGEM_01713.fa	361
AusGEM_01714.fa	246
AusGEM_01715.fa	UC
AusGEM_01716.fa	UC
AusGEM_01717.fa	279
AusGEM_01718.fa	299
AusGEM_01719.fa	299
AusGEM_01720.fa	299
AusGEM_01721.fa	299
AusGEM_01722.fa	299
AusGEM_01723.fa	411
AusGEM_01724.fa	411
AusGEM_01725.fa	411
AusGEM_01726.fa	UC
AusGEM_01727.fa	411
AusGEM_01728.fa	411
AusGEM_01729.fa	411
AusGEM_01730.fa	411
AusGEM_01731.fa	UC
AusGEM_01732.fa	411
AusGEM_01733.fa	411
AusGEM_01734.fa	411
AusGEM_01738.fa	411
AusGEM_01739.fa	62
AusGEM_01740.fa	62
AusGEM_01741.fa	62
AusGEM_01742.fa	62
AusGEM_01743.fa	62
AusGEM_01744.fa	62
AusGEM_01745.fa	62
AusGEM_01746.fa	62
AusGEM_01747.fa	62
AusGEM_01748.fa	62
AusGEM_01749.fa	62
AusGEM_01750.fa	62
AusGEM_01751.fa	62
AusGEM_01752.fa	62
AusGEM_01753.fa	62
AusGEM_01754.fa	62
AusGEM_01755.fa	62
AusGEM_01756.fa	62
AusGEM_01757.fa	62
AusGEM_01758.fa	62
AusGEM_01759.fa	62
AusGEM_01760.fa	62
AusGEM_01761.fa	62
AusGEM_01762.fa	62
AusGEM_01763.fa	62
AusGEM_01764.fa	62
AusGEM_01765.fa	62
AusGEM_01766.fa	62
AusGEM_01767.fa	62
AusGEM_01768.fa	62
AusGEM_01769.fa	62
AusGEM_01770.fa	62
AusGEM_01771.fa	121
AusGEM_01772.fa	62
AusGEM_01773.fa	62
AusGEM_01774.fa	UC
AusGEM_01775.fa	UC
AusGEM_01776.fa	792
AusGEM_01777.fa	UC
AusGEM_01778.fa	94
AusGEM_01779.fa	208
AusGEM_01780.fa	208
AusGEM_01781.fa	UC
AusGEM_01782.fa	896
AusGEM_01783.fa	896
AusGEM_01784.fa	896
AusGEM_01785.fa	896
AusGEM_01786.fa	374
AusGEM_01787.fa	374
AusGEM_01788.fa	374
AusGEM_01789.fa	374
AusGEM_01790.fa	374
AusGEM_01791.fa	374
AusGEM_01792.fa	374
AusGEM_01793.fa	374
AusGEM_01794.fa	374
AusGEM_01795.fa	UC
AusGEM_01796.fa	UC
AusGEM_01797.fa	374
AusGEM_01798.fa	374
AusGEM_01799.fa	374
AusGEM_01800.fa	374
AusGEM_01801.fa	374
AusGEM_01802.fa	764
AusGEM_01803.fa	764
AusGEM_01804.fa	764
AusGEM_01805.fa	UC
AusGEM_01806.fa	UC
AusGEM_01807.fa	452
AusGEM_01808.fa	452
AusGEM_01809.fa	324
AusGEM_01810.fa	324
AusGEM_01811.fa	324
AusGEM_01813.fa	UC
AusGEM_01814.fa	318
AusGEM_01815.fa	UC
AusGEM_01816.fa	106
AusGEM_01817.fa	106
AusGEM_01818.fa	106
AusGEM_01819.fa	106
AusGEM_01820.fa	765
AusGEM_01821.fa	106
AusGEM_01822.fa	106
AusGEM_01823.fa	765
AusGEM_01824.fa	765
AusGEM_01825.fa	UC
AusGEM_01826.fa	UC
AusGEM_01827.fa	UC
AusGEM_01828.fa	1130
AusGEM_01829.fa	1130
AusGEM_01830.fa	1130
AusGEM_01831.fa	655
AusGEM_01832.fa	655
AusGEM_01833.fa	UC
AusGEM_01834.fa	271
AusGEM_01835.fa	271
AusGEM_01836.fa	271
AusGEM_01837.fa	271
AusGEM_01838.fa	UC
AusGEM_01839.fa	UC
AusGEM_01840.fa	UC
AusGEM_01841.fa	UC
AusGEM_01842.fa	UC
AusGEM_01843.fa	UC
AusGEM_01844.fa	586
AusGEM_01845.fa	586
AusGEM_01846.fa	586
AusGEM_01847.fa	478
AusGEM_01848.fa	478
AusGEM_01849.fa	UC
AusGEM_01850.fa	UC
AusGEM_01851.fa	UC
AusGEM_01853.fa	757
AusGEM_01854.fa	757
AusGEM_01855.fa	757
AusGEM_01856.fa	757
AusGEM_01857.fa	757
AusGEM_01858.fa	757
AusGEM_01859.fa	UC
AusGEM_01860.fa	UC
AusGEM_01861.fa	301
AusGEM_01862.fa	UC
AusGEM_01863.fa	UC
AusGEM_01864.fa	1218
AusGEM_01865.fa	1218
AusGEM_01866.fa	UC
AusGEM_01868.fa	1043
AusGEM_01869.fa	1043
AusGEM_01870.fa	UC
AusGEM_01871.fa	UC
AusGEM_01872.fa	UC
AusGEM_01873.fa	UC
AusGEM_01874.fa	1290
AusGEM_01875.fa	174
AusGEM_01876.fa	174
AusGEM_01877.fa	UC
AusGEM_01878.fa	591
AusGEM_01879.fa	484
AusGEM_01880.fa	484
AusGEM_01881.fa	115
AusGEM_01882.fa	21
AusGEM_01883.fa	743
AusGEM_01884.fa	63
AusGEM_01885.fa	124
AusGEM_01886.fa	UC
AusGEM_01887.fa	705
AusGEM_01888.fa	705
AusGEM_01889.fa	705
AusGEM_01890.fa	21
AusGEM_01891.fa	540
AusGEM_01892.fa	UC
AusGEM_01893.fa	32
AusGEM_01894.fa	32
AusGEM_01895.fa	32
AusGEM_01896.fa	32
AusGEM_01897.fa	192
AusGEM_01898.fa	UC
AusGEM_01899.fa	40
AusGEM_01900.fa	40
AusGEM_01901.fa	1290
AusGEM_01902.fa	1329
AusGEM_01903.fa	UC
AusGEM_01904.fa	UC
AusGEM_01905.fa	UC
AusGEM_01906.fa	660
AusGEM_01907.fa	660
AusGEM_01908.fa	UC
AusGEM_01909.fa	UC
AusGEM_01910.fa	1152
AusGEM_01911.fa	63
AusGEM_01912.fa	UC
AusGEM_01913.fa	721
AusGEM_01914.fa	275
AusGEM_01915.fa	32
AusGEM_01916.fa	2456
AusGEM_01917.fa	434
AusGEM_01918.fa	40
AusGEM_01919.fa	295
AusGEM_01920.fa	40
AusGEM_01921.fa	40
AusGEM_01922.fa	743
AusGEM_01923.fa	150
AusGEM_01924.fa	96
AusGEM_01925.fa	UC
AusGEM_01926.fa	UC
AusGEM_01927.fa	631
AusGEM_01928.fa	40
AusGEM_01929.fa	40
AusGEM_01930.fa	UC
AusGEM_01931.fa	2701
AusGEM_01932.fa	40
AusGEM_01933.fa	365
AusGEM_01934.fa	40
AusGEM_01935.fa	40
AusGEM_01936.fa	15
AusGEM_01937.fa	UC
AusGEM_01938.fa	40
AusGEM_01939.fa	192
AusGEM_01940.fa	985
AusGEM_01941.fa	UC
AusGEM_01942.fa	UC
AusGEM_01943.fa	UC
AusGEM_01944.fa	148
AusGEM_01945.fa	157
AusGEM_01946.fa	182
AusGEM_01947.fa	UC
AusGEM_01948.fa	148
AusGEM_01949.fa	UC
AusGEM_01950.fa	985
AusGEM_01951.fa	148
AusGEM_01952.fa	UC
AusGEM_01953.fa	148
AusGEM_01954.fa	565
AusGEM_01955.fa	2031
AusGEM_01956.fa	2031
AusGEM_01957.fa	UC
AusGEM_01958.fa	78
AusGEM_01959.fa	UC
AusGEM_01960.fa	UC
AusGEM_01961.fa	UC
AusGEM_01962.fa	148
AusGEM_01963.fa	1099
AusGEM_01964.fa	1099
AusGEM_01965.fa	1099
AusGEM_01966.fa	UC
AusGEM_01967.fa	201
AusGEM_01968.fa	UC
AusGEM_01969.fa	86
AusGEM_01970.fa	194
AusGEM_01971.fa	1349
AusGEM_01972.fa	84
AusGEM_01973.fa	128
AusGEM_01974.fa	502
AusGEM_01975.fa	128
AusGEM_01976.fa	502
AusGEM_01977.fa	UC
AusGEM_01978.fa	78
AusGEM_01979.fa	192
AusGEM_01980.fa	1349
AusGEM_01981.fa	96
AusGEM_01982.fa	96
AusGEM_01983.fa	UC
AusGEM_01984.fa	1349
AusGEM_01985.fa	160
AusGEM_01986.fa	UC
AusGEM_01987.fa	UC
AusGEM_01988.fa	15
AusGEM_01989.fa	UC
AusGEM_01990.fa	UC
AusGEM_01991.fa	1349
AusGEM_01992.fa	UC
AusGEM_01993.fa	53
AusGEM_01994.fa	47
AusGEM_01995.fa	1193
AusGEM_01996.fa	9
AusGEM_01997.fa	84
AusGEM_01998.fa	UC
AusGEM_01999.fa	UC
AusGEM_02000.fa	151
AusGEM_02001.fa	UC
AusGEM_02002.fa	64
AusGEM_02003.fa	1193
AusGEM_02004.fa	UC
AusGEM_02005.fa	40
AusGEM_02006.fa	UC
AusGEM_02007.fa	355
AusGEM_02009.fa	91
AusGEM_02010.fa	UC
AusGEM_02011.fa	UC
AusGEM_02012.fa	1939
AusGEM_02013.fa	UC
AusGEM_02014.fa	1939
AusGEM_02015.fa	UC
AusGEM_02016.fa	9
AusGEM_02017.fa	91
AusGEM_02018.fa	355
AusGEM_02019.fa	91
AusGEM_02020.fa	UC
AusGEM_02021.fa	18
AusGEM_02022.fa	UC
AusGEM_02023.fa	228
AusGEM_02024.fa	148
AusGEM_02025.fa	1349
AusGEM_02026.fa	579
AusGEM_02027.fa	294
AusGEM_02028.fa	UC
AusGEM_02030.fa	9
AusGEM_02031.fa	4
AusGEM_02032.fa	4
AusGEM_02033.fa	157
AusGEM_02035.fa	447
AusGEM_02036.fa	447
AusGEM_02037.fa	UC
AusGEM_02038.fa	548
AusGEM_02039.fa	435
AusGEM_02040.fa	UC
AusGEM_02041.fa	1349
AusGEM_02042.fa	4
AusGEM_02043.fa	548
AusGEM_02044.fa	46
AusGEM_02045.fa	361
AusGEM_02046.fa	UC
AusGEM_02047.fa	192
AusGEM_02048.fa	29
AusGEM_02049.fa	UC
AusGEM_02050.fa	502
AusGEM_02051.fa	548
AusGEM_02052.fa	192
AusGEM_02053.fa	9
AUSMDU00003540.fa	62
AUSMDU00003549.fa	116
AUSMDU00003552.fa	125
AUSMDU00003572.fa	639
AUSMDU00003579.fa	1203
AUSMDU00003583.fa	UC
AUSMDU00004541.fa	UC
AUSMDU00004542.fa	250
AUSMDU00004616.fa	215
AUSMDU00004618.fa	UC
AUSMDU00004632.fa	30
AUSMDU00004779.fa	UC
AUSMDU00004797.fa	99
AUSMDU00004814.fa	UC
AUSMDU00004837.fa	UC
AUSMDU00004839.fa	UC
AUSMDU00004890.fa	338
AUSMDU00004893.fa	UC
AUSMDU00004933.fa	62
AUSMDU00004984.fa	356
AUSMDU00004991.fa	300
AUSMDU00004992.fa	639
AUSMDU00004997.fa	UC
AUSMDU00005005.fa	24
AUSMDU00005010.fa	639
AUSMDU00005011.fa	251
AUSMDU00005018.fa	62
AUSMDU00005025.fa	639
AUSMDU00005026.fa	148
AUSMDU00005029.fa	UC
AUSMDU00005057.fa	UC
AUSMDU00005058.fa	356
AUSMDU00005074.fa	UC
AUSMDU00005204.fa	227
AUSMDU00005210.fa	UC
AUSMDU00005223.fa	UC
AUSMDU00005224.fa	UC
AUSMDU00005233.fa	167
AUSMDU00005897.fa	141
AUSMDU00006419.fa	12
AUSMDU00006610.fa	UC
AUSMDU00006614.fa	UC
AUSMDU00006616.fa	675
AUSMDU00007297.fa	46
AUSMDU00007300.fa	UC
AUSMDU00007302.fa	UC
AUSMDU00007305.fa	92
AUSMDU00007306.fa	80
AUSMDU00007334.fa	565
AUSMDU00007336.fa	62
AUSMDU00007338.fa	300
AUSMDU00007342.fa	468
AUSMDU00007343.fa	602
AUSMDU00007347.fa	307
AUSMDU00007379.fa	UC
AUSMDU00007415.fa	730
AUSMDU00007416.fa	UC
AUSMDU00007417.fa	17
AUSMDU00007430.fa	677
AUSMDU00007431.fa	UC
AUSMDU00007438.fa	161
AUSMDU00007440.fa	46
AUSMDU00007442.fa	556
AUSMDU00007444.fa	62
AUSMDU00007445.fa	161
AUSMDU00007449.fa	175
AUSMDU00007450.fa	62
AUSMDU00007451.fa	1175
AUSMDU00007474.fa	UC
AUSMDU00007515.fa	30
AUSMDU00007517.fa	UC
AUSMDU00007518.fa	16
AUSMDU00007520.fa	46
AUSMDU00007522.fa	289
AUSMDU00007523.fa	289
AUSMDU00007524.fa	293
AUSMDU00007525.fa	UC
AUSMDU00007564.fa	UC
AUSMDU00007566.fa	382
AUSMDU00007567.fa	UC
AUSMDU00007569.fa	46
AUSMDU00007848.fa	UC
AUSMDU00007849.fa	314
AUSMDU00007850.fa	103
AUSMDU00007851.fa	46
AUSMDU00007854.fa	20
AUSMDU00007855.fa	UC
AUSMDU00007857.fa	46
AUSMDU00007858.fa	UC
AUSMDU00007859.fa	UC
AUSMDU00007860.fa	228
AUSMDU00007863.fa	303
AUSMDU00007865.fa	46
AUSMDU00007866.fa	364
AUSMDU00007867.fa	UC
AUSMDU00007868.fa	UC
AUSMDU00007870.fa	UC
