sample_name	Source_id	Source_Level1	Source_Level2	Source_Level3	HHID	Date	Sublocation	Wealth_group	Livestock_yn	ID	EntBase_ST	Phylogroup	Accession
ALQ023177	KAS063GAL1	chickens	poultry	livestock	KAS063	18/5/2016	KASARANI	5	yes	ALQ023177	949	B1	ERS3414862 (SAMEA5610672) 
ALQ023180	KAS063CAP1	goat	ruminant	livestock	KAS063	18/5/2016	KASARANI	5	yes	ALQ023180	998	B2	ERS3414863 (SAMEA5610673) 
ALQ023188	KAS063CAP3	goat	ruminant	livestock	KAS063	18/5/2016	KASARANI	5	yes	ALQ023188	2614	E	ERS3414864 (SAMEA5610674) 
ALQ023198	SPV064AVN11	avian	w_avian	wildlife	SPV064	23/5/2016	SPRING VALLEY	2	yes	ALQ023198	2813	B2	ERS3414865 (SAMEA5610675) 
ALQ023211	SPV064BOV1	bovine	ruminant	livestock	SPV064	23/5/2016	SPRING VALLEY	2	yes	ALQ023211	295	B1	ERS3414866 (SAMEA5610676) 
ALQ023216	SPV064CAP2	goat	ruminant	livestock	SPV064	23/5/2016	SPRING VALLEY	2	yes	ALQ023216	297	B1	ERS3414867 (SAMEA5610677) 
ALQ023222	SPV064ROD1	rodent	w_mammal	wildlife	SPV064	23/5/2016	SPRING VALLEY	2	yes	ALQ023222	9446	B2	ERS3414868 (SAMEA5610678) 
ALQ023228	SPV064AVN6	avian	w_avian	wildlife	SPV064	23/5/2016	SPRING VALLEY	2	yes	ALQ023228	1851	B2	ERS3414869 (SAMEA5610679) 
ALQ023237	SPV064AVN13	avian	w_avian	wildlife	SPV064	23/5/2016	SPRING VALLEY	2	yes	ALQ023237	939	A	ERS3414870 (SAMEA5610680) 
ALQ023239	SPV064OVN1	sheep	ruminant	livestock	SPV064	23/5/2016	SPRING VALLEY	2	yes	ALQ023239	201	B1	ERS3414871 (SAMEA5610681) 
ALQ023245	SPV064HUM3	human	human	human	SPV064	23/5/2016	SPRING VALLEY	2	yes	ALQ023245	210	B1	ERS3414872 (SAMEA5610682) 
ALQ023254	SPV064HUM4	human	human	human	SPV064	23/5/2016	SPRING VALLEY	2	yes	ALQ023254	3877	A	ERS3414873 (SAMEA5610683) 
ALQ023259	SPV064HUM6	human	human	human	SPV064	23/5/2016	SPRING VALLEY	2	yes	ALQ023259	1823	A	ERS3414874 (SAMEA5610684) 
ALQ023267	SPV064HUM1	human	human	human	SPV064	23/5/2016	SPRING VALLEY	2	yes	ALQ023267	10	A	ERS3414875 (SAMEA5610685) 
ALQ023279	SPV064OVN2	sheep	ruminant	livestock	SPV064	23/5/2016	SPRING VALLEY	2	yes	ALQ023279	48	A	ERS3414876 (SAMEA5610686) 
ALQ023285	SPV064AVN9	avian	w_avian	wildlife	SPV064	23/5/2016	SPRING VALLEY	2	yes	ALQ023285	398	A	ERS3414877 (SAMEA5610687) 
ALQ023291	SPV064ANA1	geese	poultry	livestock	SPV064	23/5/2016	SPRING VALLEY	2	yes	ALQ023291	7285	B1	ERS3414878 (SAMEA5610688) 
ALQ023299	SPV064HUM5	human	human	human	SPV064	23/5/2016	SPRING VALLEY	2	yes	ALQ023299	9454	B1	ERS3414879 (SAMEA5610689) 
ALQ023305	SPV064HUM2	human	human	human	SPV064	23/5/2016	SPRING VALLEY	2	yes	ALQ023305	48	A	ERS3414880 (SAMEA5610690) 
ALQ023350	SPV064ROD2	rodent	w_mammal	wildlife	SPV064	23/5/2016	SPRING VALLEY	2	yes	ALQ023350	10	A	ERS3414886 (SAMEA5610696) 
ALQ023353	SPV064CNV1	carnivore	w_mammal	wildlife	SPV064	23/5/2016	SPRING VALLEY	2	yes	ALQ023353	681	B2	ERS3414887 (SAMEA5610697) 
ALQ023482	GWK078ROD1	rodent	w_mammal	wildlife	GWK078	25/7/2016	GATWIKIRA	7	yes	ALQ023482	88	C	ERS3414888 (SAMEA5610698) 
ALQ023490	BOM093HUM1	human	human	human	BOM093	15/9/2016	BOMAS	3	no	ALQ023490	469	B1	ERS3414889 (SAMEA5610699) 
ALQ028010	KIL041HUM3	human	human	human	KIL041	8/3/2016	KILIMANI	2	yes	ALQ028010	62	F	ERS3414890 (SAMEA5610700) 
ALQ028080	LUM054HUM1	human	human	human	LUM054	13/4/2016	LUMUMBA (JERICHO)	6	yes	ALQ028080	9452	B1	ERS3414892 (SAMEA5610702) 
ALQ028086	LUM054CAP8	goat	ruminant	livestock	LUM054	13/4/2016	LUMUMBA (JERICHO)	6	yes	ALQ028086	2175	B1	ERS3414893 (SAMEA5610703) 
ALQ028098	LUM054CAP3	goat	ruminant	livestock	LUM054	13/4/2016	LUMUMBA (JERICHO)	6	yes	ALQ028098	542	A	ERS3414894 (SAMEA5610704) 
ALQ028100	LUM054CAP6	goat	ruminant	livestock	LUM054	13/4/2016	LUMUMBA (JERICHO)	6	yes	ALQ028100	398	A	ERS3414895 (SAMEA5610705) 
ALQ028136	LUM054CAP1	goat	ruminant	livestock	LUM054	13/4/2016	LUMUMBA (JERICHO)	6	yes	ALQ028136	409	A	ERS3414896 (SAMEA5610706) 
ALQ028148	LUM054CAP4	goat	ruminant	livestock	LUM054	13/4/2016	LUMUMBA (JERICHO)	6	yes	ALQ028148	9451	C	ERS3414897 (SAMEA5610707) 
ALQ028161	LUM054CAP2	goat	ruminant	livestock	LUM054	13/4/2016	LUMUMBA (JERICHO)	6	yes	ALQ028161	2008	B1	ERS3414899 (SAMEA5610709) 
ALQ028174	MWK055AV_POP5	av_pop	w_avian	wildlife	MWK055	26/4/2016	MWIKI	6	no	ALQ028174	216	A	ERS3414900 (SAMEA5610710) 
ALQ028214	MWK057SUI8	pig	monogastric	livestock	MWK057	5/5/2016	MWIKI	6	yes	ALQ028214	793	A	ERS3414901 (SAMEA5610711) 
ALQ028258	KOR058GAL1	chickens	poultry	livestock	KOR058	9/5/2016	NYAYO (KOROGOCHO)	7	yes	ALQ028258	9449	A	ERS3414902 (SAMEA5610712) 
ALQ028278	MWK057AVN14	avian	w_avian	wildlife	MWK057	5/5/2016	MWIKI	6	yes	ALQ028278	847	B1	ERS3414903 (SAMEA5610713) 
ALQ028321	MWK057AVN5	avian	w_avian	wildlife	MWK057	5/5/2016	MWIKI	6	yes	ALQ028321	2280	B1	ERS3414904 (SAMEA5610714) 
ALQ028331	KOR059ROD3	rodent	w_mammal	wildlife	KOR059	10/5/2016	NYAYO (KOROGOCHO)	7	yes	ALQ028331	2522	B1	ERS3414905 (SAMEA5610715) 
ALQ028350	KOR059SUI5	pig	monogastric	livestock	KOR059	10/5/2016	NYAYO (KOROGOCHO)	7	yes	ALQ028350	641	B1	ERS3414906 (SAMEA5610716) 
ALQ028389	KOR059SUI3	pig	monogastric	livestock	KOR059	10/5/2016	NYAYO (KOROGOCHO)	7	yes	ALQ028389	48	A	ERS3414907 (SAMEA5610717) 
ALQ028402	KOR060HUM3	human	human	human	KOR060	11/5/2016	NYAYO (KOROGOCHO)	7	no	ALQ028402	9460	D	ERS3414908 (SAMEA5610718) 
ALQ028450	KOR059SUI4	pig	monogastric	livestock	KOR059	10/5/2016	NYAYO (KOROGOCHO)	7	yes	ALQ028450	101	B1	ERS3414909 (SAMEA5610719) 
ALQ028714	KAS063GAL3	chickens	poultry	livestock	KAS063	18/5/2016	KASARANI	5	yes	ALQ028714	2522	B1	ERS3414913 (SAMEA5610723) 
ALQ028724	KAS063GAL4	chickens	poultry	livestock	KAS063	18/5/2016	KASARANI	5	yes	ALQ028724	4296	E	ERS3414914 (SAMEA5610724) 
ALQ028781	SPV064OVN3	sheep	ruminant	livestock	SPV064	23/5/2016	SPRING VALLEY	2	yes	ALQ028781	297	B1	ERS3414915 (SAMEA5610725) 
ALQ028819	SPV064LAG2	rabbit	monogastric	livestock	SPV064	23/5/2016	SPRING VALLEY	2	yes	ALQ028819	2088	B2	ERS3414916 (SAMEA5610726) 
ALQ028998	MWK057SUI2	pig	monogastric	livestock	MWK057	5/5/2016	MWIKI	6	yes	ALQ028998	10	A	ERS3414917 (SAMEA5610727) 
ALQ029008	MWK057SUI7	pig	monogastric	livestock	MWK057	5/5/2016	MWIKI	6	yes	ALQ029008	1431	B1	ERS3414918 (SAMEA5610728) 
ALQ032635	NGN081HUM1	human	human	human	NGN081	10/8/2016	NGUNDU	5	no	ALQ032635	38	D	ERS3414920 (SAMEA5610730) 
ALQ032642	MUT082HUM3	human	human	human	MUT082	15/8/2016	MUTHANGARI	2	yes	ALQ032642	10	A	ERS3414922 (SAMEA5610732) 
ALQ032666	MUT082HUM1	human	human	human	MUT082	15/8/2016	MUTHANGARI	2	yes	ALQ032666	9458	A	ERS3414924 (SAMEA5610734) 
ALQ032689	MUT082HUM2	human	human	human	MUT082	15/8/2016	MUTHANGARI	2	yes	ALQ032689	694	A	ERS3414925 (SAMEA5610735) 
ALQ032758	MUT083HUM2	human	human	human	MUT083	16/8/2016	MUTHANGARI	2	no	ALQ032758	131	B2	ERS3414928 (SAMEA5610738) 
ALQ032797	MUT084GAL1	chickens	poultry	livestock	MUT084	17/8/2016	MUTHANGARI	2	yes	ALQ032797	3274	A	ERS3414931 (SAMEA5610741) 
ALQ032813	MUT083HUM4	human	human	human	MUT083	16/8/2016	MUTHANGARI	2	no	ALQ032813	1823	A	ERS3414932 (SAMEA5610742) 
ALQ032820	MUT084HUM3	human	human	human	MUT084	17/8/2016	MUTHANGARI	2	yes	ALQ032820	398	A	ERS3414933 (SAMEA5610743) 
ALQ032869	MUT084HUM2	human	human	human	MUT084	17/8/2016	MUTHANGARI	2	yes	ALQ032869	69	D	ERS3414935 (SAMEA5610745) 
ALQ034601	EMB085HUM6	human	human	human	EMB085	22/8/2016	EMBAKASI	4	yes	ALQ034601	454	G	ERS3414940 (SAMEA5610750) 
ALQ034618	EMB087ROD1	rodent	w_mammal	wildlife	EMB087	24/8/2016	EMBAKASI	4	yes	ALQ034618	5122	A	ERS3414941 (SAMEA5610751) 
ALQ034625	EMB085AVN6	avian	w_avian	wildlife	EMB085	22/8/2016	EMBAKASI	4	yes	ALQ034625	4038	B1	ERS3414942 (SAMEA5610752) 
ALQ034629	EMB085COL6	pigeons	poultry	livestock	EMB085	22/8/2016	EMBAKASI	4	yes	ALQ034629	9465	B1	ERS3414943 (SAMEA5610753) 
ALQ034634	EMB085COL1	pigeons	poultry	livestock	EMB085	22/8/2016	EMBAKASI	4	yes	ALQ034634	2165	B1	ERS3414944 (SAMEA5610754) 
ALQ034639	EMB085COL2	pigeons	poultry	livestock	EMB085	22/8/2016	EMBAKASI	4	yes	ALQ034639	3107	A	ERS3414945 (SAMEA5610755) 
ALQ034646	EMB085COL5	pigeons	poultry	livestock	EMB085	22/8/2016	EMBAKASI	4	yes	ALQ034646	223	B1	ERS3414946 (SAMEA5610756) 
ALQ034651	EMB085COL4	pigeons	poultry	livestock	EMB085	22/8/2016	EMBAKASI	4	yes	ALQ034651	10	A	ERS3414947 (SAMEA5610757) 
ALQ034661	EMB085COL3	pigeons	poultry	livestock	EMB085	22/8/2016	EMBAKASI	4	yes	ALQ034661	2622	B2	ERS3414948 (SAMEA5610758) 
ALQ034667	EMB085AVN7	avian	w_avian	wildlife	EMB085	22/8/2016	EMBAKASI	4	yes	ALQ034667	1304	B1	ERS3414949 (SAMEA5610759) 
ALQ034694	EMB085HUM8	human	human	human	EMB085	22/8/2016	EMBAKASI	4	yes	ALQ034694	517	B1	ERS3414950 (SAMEA5610760) 
ALQ034702	EMB085AVN8	avian	w_avian	wildlife	EMB085	22/8/2016	EMBAKASI	4	yes	ALQ034702	541	A	ERS3414951 (SAMEA5610761) 
ALQ034709	EMB085AVN1	avian	w_avian	wildlife	EMB085	22/8/2016	EMBAKASI	4	yes	ALQ034709	155	B1	ERS3414952 (SAMEA5610762) 
ALQ034713	EMB085AVN5	avian	w_avian	wildlife	EMB085	22/8/2016	EMBAKASI	4	yes	ALQ034713	9464	B2	ERS3414953 (SAMEA5610763) 
ALQ034717	EMB085AVN9	avian	w_avian	wildlife	EMB085	22/8/2016	EMBAKASI	4	yes	ALQ034717	2014	A	ERS3414954 (SAMEA5610764) 
ALQ034735	EMB086HUM1	human	human	human	EMB086	23/8/2016	EMBAKASI	4	no	ALQ034735	10	A	ERS3414955 (SAMEA5610765) 
ALQ034761	EMB087AVN2	avian	w_avian	wildlife	EMB087	24/8/2016	EMBAKASI	4	yes	ALQ034761	48	A	ERS3414957 (SAMEA5610767) 
ALQ034765	EMB087ROD2	rodent	w_mammal	wildlife	EMB087	24/8/2016	EMBAKASI	4	yes	ALQ034765	9463	B1	ERS3414958 (SAMEA5610768) 
ALQ034775	EMB085ROD1	rodent	w_mammal	wildlife	EMB085	22/8/2016	EMBAKASI	4	yes	ALQ034775	1161	B2	ERS3414959 (SAMEA5610769) 
ALQ034792	EMB087HUM1	human	human	human	EMB087	24/8/2016	EMBAKASI	4	yes	ALQ034792	58	B1	ERS3414960 (SAMEA5610770) 
ALQ034796	EMB086HUM2	human	human	human	EMB086	23/8/2016	EMBAKASI	4	no	ALQ034796	69	D	ERS3414961 (SAMEA5610771) 
ALQ034823	EMB087ROD3	rodent	w_mammal	wildlife	EMB087	24/8/2016	EMBAKASI	4	yes	ALQ034823	48	A	ERS3414962 (SAMEA5610772) 
ALQ034825	EMB087ROD4	rodent	w_mammal	wildlife	EMB087	24/8/2016	EMBAKASI	4	yes	ALQ034825	9479	B1	ERS3414963 (SAMEA5610773) 
ALQ034833	EMB087GAL4	chickens	poultry	livestock	EMB087	24/8/2016	EMBAKASI	4	yes	ALQ034833	9481	B1	ERS3414964 (SAMEA5610774) 
ALQ034837	EMB087GAL1	chickens	poultry	livestock	EMB087	24/8/2016	EMBAKASI	4	yes	ALQ034837	9480	A	ERS3414965 (SAMEA5610775) 
ALQ034843	EMB087GAL5	chickens	poultry	livestock	EMB087	24/8/2016	EMBAKASI	4	yes	ALQ034843	1638	A	ERS3414966 (SAMEA5610776) 
ALQ034852	EMB087ROD5	rodent	w_mammal	wildlife	EMB087	24/8/2016	EMBAKASI	4	yes	ALQ034852	9479	B1	ERS3414967 (SAMEA5610777) 
ALQ034855	EMB087GAL2	chickens	poultry	livestock	EMB087	24/8/2016	EMBAKASI	4	yes	ALQ034855	196	B1	ERS3414968 (SAMEA5610778) 
ALQ034865	EMB087GAL3	chickens	poultry	livestock	EMB087	24/8/2016	EMBAKASI	4	yes	ALQ034865	1638	A	ERS3414969 (SAMEA5610779) 
ALQ034869	EMB085AVN3	avian	w_avian	wildlife	EMB085	22/8/2016	EMBAKASI	4	yes	ALQ034869	710	A	ERS3414970 (SAMEA5610780) 
ALQ034881	KTS088HUM9	human	human	human	KTS088	5/9/2016	KITISURU	1	yes	ALQ034881	43	A	ERS3414971 (SAMEA5610781) 
ALQ034903	KTS089HUM3	human	human	human	KTS089	6/9/2016	KITISURU	1	yes	ALQ034903	4151	E	ERS3414972 (SAMEA5610782) 
ALQ034916	KTS090HUM1	human	human	human	KTS090	7/9/2016	KITISURU	1	no	ALQ034916	127	B2	ERS3414973 (SAMEA5610783) 
ALQ034923	KTS090HUM2	human	human	human	KTS090	7/9/2016	KITISURU	1	no	ALQ034923	69	D	ERS3414974 (SAMEA5610784) 
ALQ034931	KTS089ROD1	rodent	w_mammal	wildlife	KTS089	6/9/2016	KITISURU	1	yes	ALQ034931	641	B1	ERS3414975 (SAMEA5610785) 
ALQ034933	KTS088ROD3	rodent	w_mammal	wildlife	KTS088	5/9/2016	KITISURU	1	yes	ALQ034933	224	B1	ERS3414976 (SAMEA5610786) 
ALQ034949	MUT082BAT1	bat	w_bat	wildlife	MUT082	15/8/2016	MUTHANGARI	2	yes	ALQ034949	2005	B1	ERS3414977 (SAMEA5610787) 
ALQ035001	LOR098GAL2	chickens	poultry	livestock	LOR098	28/9/2016	LORESHO	1	yes	ALQ035001	2705	A	ERS3414978 (SAMEA5610788) 
ALQ035074	MGM095AVN2	avian	w_avian	wildlife	MGM095	20/9/2016	MUGUMOINI	4	no	ALQ035074	2531	A	ERS3414979 (SAMEA5610789) 
ALQ035097	LOR098GAL4	chickens	poultry	livestock	LOR098	28/9/2016	LORESHO	1	yes	ALQ035097	9478	A	ERS3414981 (SAMEA5610791) 
ALQ035128	LOR098LAG2	rabbit	monogastric	livestock	LOR098	28/9/2016	LORESHO	1	yes	ALQ035128	10	A	ERS3414982 (SAMEA5610792) 
ECL000675	KIL042GAL6	chickens	poultry	livestock	KIL042	9/3/2016	KILIMANI	2	yes	ECL000675	6635	A	ERS3414983 (SAMEA5610793) 
ECL000753	KIL042BAT1	bat	w_bat	wildlife	KIL042	9/3/2016	KILIMANI	2	yes	ECL000753	297	B1	ERS3414986 (SAMEA5610796) 
INT000311	KAN008GAL6	chickens	poultry	livestock	KAN008	22/9/2015	KAREN	1	yes	INT000311	3270	A	ERS3414989 (SAMEA5610799) 
INT000333	MSA006GAL1	chickens	poultry	livestock	MSA006	15/9/2015	MOWLEM = SAIKA	6	yes	INT000333	616	B1	ERS3414992 (SAMEA5610802) 
INT000343	MSA006AVN3	avian	w_avian	wildlife	MSA006	15/9/2015	MOWLEM = SAIKA	6	yes	INT000343	9499	A	ERS3414993 (SAMEA5610803) 
INT000379	MSA005AVN2	avian	w_avian	wildlife	MSA005	16/9/2015	MOWLEM = SAIKA	6	no	INT000379	162	B1	ERS3414995 (SAMEA5610805) 
INT000384	MSA005AVN4	avian	w_avian	wildlife	MSA005	16/9/2015	MOWLEM = SAIKA	6	no	INT000384	162	B1	ERS3414996 (SAMEA5610806) 
INT000407	MSA005HUM3	human	human	human	MSA005	16/9/2015	MOWLEM = SAIKA	6	no	INT000407	46	A	ERS3414997 (SAMEA5610807) 
INT000414	MSA005HUM2	human	human	human	MSA005	16/9/2015	MOWLEM = SAIKA	6	no	INT000414	4537	A	ERS3414998 (SAMEA5610808) 
INT000445	KAN008GAL2	chickens	poultry	livestock	KAN008	22/9/2015	KAREN	1	yes	INT000445	10	A	ERS3415000 (SAMEA5610810) 
INT000450	KAN008AVN6	avian	w_avian	wildlife	KAN008	22/9/2015	KAREN	1	yes	INT000450	187	B1	ERS3415001 (SAMEA5610811) 
INT000485	KAN008GAL5	chickens	poultry	livestock	KAN008	22/9/2015	KAREN	1	yes	INT000485	9498	B1	ERS3415003 (SAMEA5610813) 
INT000551	KAN008GAL4	chickens	poultry	livestock	KAN008	22/9/2015	KAREN	1	yes	INT000551	1158	D	ERS3415006 (SAMEA5610816) 
INT003115	KRR037GAL10	chickens	poultry	livestock	KRR037	9/2/2016	KARURA	2	yes	INT003115	1049	B1	ERS3415008 (SAMEA5610818) 
INT003118	KRR037GAL5	chickens	poultry	livestock	KRR037	9/2/2016	KARURA	2	yes	INT003118	4481	B1	ERS3415009 (SAMEA5610819) 
INT003119	KRR037GAL7	chickens	poultry	livestock	KRR037	9/2/2016	KARURA	2	yes	INT003119	1302	A	ERS3415010 (SAMEA5610820) 
INT003124	KRR037AVN8	avian	w_avian	wildlife	KRR037	9/2/2016	KARURA	2	yes	INT003124	1146	B1	ERS3415011 (SAMEA5610821) 
INT003135	KRR037HUM3	human	human	human	KRR037	9/2/2016	KARURA	2	yes	INT003135	9505	B2	ERS3415012 (SAMEA5610822) 
INT003143	KRR037BOV3	bovine	ruminant	livestock	KRR037	9/2/2016	KARURA	2	yes	INT003143	1049	B1	ERS3415013 (SAMEA5610823) 
INT003176	KRR037GAL6	chickens	poultry	livestock	KRR037	9/2/2016	KARURA	2	yes	INT003176	1302	A	ERS3415014 (SAMEA5610824) 
INT003258	KIL041GAL2	chickens	poultry	livestock	KIL041	8/3/2016	KILIMANI	2	yes	INT003258	3714	B1	ERS3415019 (SAMEA5610829) 
INT003295	KIL041NUM2	guinea_fowl	poultry	livestock	KIL041	8/3/2016	KILIMANI	2	yes	INT003295	9443	B1	ERS3415020 (SAMEA5610830) 
INT003297	KIL041CAP3	goat	ruminant	livestock	KIL041	8/3/2016	KILIMANI	2	yes	INT003297	48	A	ERS3415021 (SAMEA5610831) 
INT003331	DAN031AVN10	avian	w_avian	wildlife	DAN031	11/1/2016	DANDORA 'B'	6	yes	INT003331	9504	B1	ERS3415023 (SAMEA5610833) 
INT003342	UMJ036ROD2	rodent	w_mammal	wildlife	UMJ036	27/1/2016	UMOJA	4	yes	INT003342	6968	E	ERS3415024 (SAMEA5610834) 
INT003392	KRR037BAT1	bat	w_bat	wildlife	KRR037	9/2/2016	KARURA	2	yes	INT003392	501	D	ERS3415025 (SAMEA5610835) 
INT003413	KRR038HUM2	human	human	human	KRR038	15/2/2016	KARURA	2	no	INT003413	216	A	ERS3415026 (SAMEA5610836) 
INT003440	KIL041CAP2	goat	ruminant	livestock	KIL041	8/3/2016	KILIMANI	2	yes	INT003440	278	B1	ERS3415027 (SAMEA5610837) 
INT003457	KIL041GAL3	chickens	poultry	livestock	KIL041	8/3/2016	KILIMANI	2	yes	INT003457	398	A	ERS3415028 (SAMEA5610838) 
INT003467	KIL041AVN7	avian	w_avian	wildlife	KIL041	8/3/2016	KILIMANI	2	yes	INT003467	180	B1	ERS3415029 (SAMEA5610839) 
INT003527	UMJ035GAL5	chickens	poultry	livestock	UMJ035	26/1/2016	UMOJA	4	yes	INT003527	2539	B1	ERS3415030 (SAMEA5610840) 
INT003535	UMJ035GAL6	chickens	poultry	livestock	UMJ035	26/1/2016	UMOJA	4	yes	INT003535	1201	A	ERS3415031 (SAMEA5610841) 
INT003585	UMJ036CAP3	goat	ruminant	livestock	UMJ036	27/1/2016	UMOJA	4	yes	INT003585	677	B1	ERS3415032 (SAMEA5610842) 
INT003626	UMJ036LAG2	rabbit	monogastric	livestock	UMJ036	27/1/2016	UMOJA	4	yes	INT003626	129	B1	ERS3415033 (SAMEA5610843) 
INT003633	UMJ036GAL5	chickens	poultry	livestock	UMJ036	27/1/2016	UMOJA	4	yes	INT003633	196	B1	ERS3415034 (SAMEA5610844) 
INT003649	UMJ036GAL6	chickens	poultry	livestock	UMJ036	27/1/2016	UMOJA	4	yes	INT003649	10	A	ERS3415035 (SAMEA5610845) 
INT003681	KRR039HUM4	human	human	human	KRR039	22/2/2016	KARURA	2	yes	INT003681	345	B1	ERS3415036 (SAMEA5610846) 
INT003724	KRR039GAL1	chickens	poultry	livestock	KRR039	22/2/2016	KARURA	2	yes	INT003724	-675	B1	ERS3415037 (SAMEA5610847) 
INT003738	KRR039GAL9	chickens	poultry	livestock	KRR039	22/2/2016	KARURA	2	yes	INT003738	206	A	ERS3415038 (SAMEA5610848) 
INT003754	KIL041CAP1	goat	ruminant	livestock	KIL041	8/3/2016	KILIMANI	2	yes	INT003754	48	A	ERS3415039 (SAMEA5610849) 
INT003766	KIL041OVN1	sheep	ruminant	livestock	KIL041	8/3/2016	KILIMANI	2	yes	INT003766	9503	B1	ERS3415040 (SAMEA5610850) 
INT003823	KRR038AVN4	avian	w_avian	wildlife	KRR038	15/2/2016	KARURA	2	no	INT003823	3714	B1	ERS3415043 (SAMEA5610853) 
INT003875	DAN032GAL6	chickens	poultry	livestock	DAN032	12/1/2016	DANDORA 'B'	6	yes	INT003875	9507	B1	ERS3415044 (SAMEA5610854) 
INT003888	DAN032GAL8	chickens	poultry	livestock	DAN032	12/1/2016	DANDORA 'B'	6	yes	INT003888	4038	B1	ERS3415045 (SAMEA5610855) 
INT003892	DAN032GAL5	chickens	poultry	livestock	DAN032	12/1/2016	DANDORA 'B'	6	yes	INT003892	9507	B1	ERS3415046 (SAMEA5610856) 
INT003897	DAN033ROD2	rodent	w_mammal	wildlife	DAN033	13/1/2016	DANDORA 'B'	6	no	INT003897	1298	B1	ERS3415047 (SAMEA5610857) 
INT003900	DAN032HUM3	human	human	human	DAN032	12/1/2016	DANDORA 'B'	6	yes	INT003900	10	A	ERS3415048 (SAMEA5610858) 
INT003916	DAN032GAL7	chickens	poultry	livestock	DAN032	12/1/2016	DANDORA 'B'	6	yes	INT003916	10	A	ERS3415049 (SAMEA5610859) 
INT003921	DANBATBAT3	bat	w_bat	wildlife	DANBAT	NA	NA	NA	NA	INT003921	297	B1	ERS3415050 (SAMEA5610860) 
INT003929	DAN032GAL10	chickens	poultry	livestock	DAN032	12/1/2016	DANDORA 'B'	6	yes	INT003929	10	E or cladeI	ERS3415051 (SAMEA5610861) 
INT004160	DAN031HUM1	human	human	human	DAN031	11/1/2016	DANDORA 'B'	6	yes	INT004160	155	B1	ERS3415054 (SAMEA5610864) 
INT004165	DAN031AVN7	avian	w_avian	wildlife	DAN031	11/1/2016	DANDORA 'B'	6	yes	INT004165	155	B1	ERS3415055 (SAMEA5610865) 
INT004170	DAN031AVN6	avian	w_avian	wildlife	DAN031	11/1/2016	DANDORA 'B'	6	yes	INT004170	58	B1	ERS3415056 (SAMEA5610866) 
INT004178	DAN031AVN11	avian	w_avian	wildlife	DAN031	11/1/2016	DANDORA 'B'	6	yes	INT004178	1638	A	ERS3415057 (SAMEA5610867) 
INT004181	DAN031BOV5	bovine	ruminant	livestock	DAN031	11/1/2016	DANDORA 'B'	6	yes	INT004181	4038	B1	ERS3415058 (SAMEA5610868) 
INT004194	DAN031GAL1	chickens	poultry	livestock	DAN031	11/1/2016	DANDORA 'B'	6	yes	INT004194	3525	A	ERS3415059 (SAMEA5610869) 
INT004203	DAN031GAL2	chickens	poultry	livestock	DAN031	11/1/2016	DANDORA 'B'	6	yes	INT004203	9520	E	ERS3415060 (SAMEA5610870) 
INT004210	DAN031BOV1	bovine	ruminant	livestock	DAN031	11/1/2016	DANDORA 'B'	6	yes	INT004210	162	B1	ERS3415061 (SAMEA5610871) 
INT004212	DAN033ROD1	rodent	w_mammal	wildlife	DAN033	13/1/2016	DANDORA 'B'	6	no	INT004212	9519	B1	ERS3415062 (SAMEA5610872) 
INT004222	UTH028AVN10	avian	w_avian	wildlife	UTH028	30/11/2015	UTHIRU	6	yes	INT004222	1727	B1	ERS3415063 (SAMEA5610873) 
INT004240	DAN031AVN3	avian	w_avian	wildlife	DAN031	11/1/2016	DANDORA 'B'	6	yes	INT004240	9518	E	ERS3415065 (SAMEA5610875) 
INT004245	DAN032HUM1	human	human	human	DAN032	12/1/2016	DANDORA 'B'	6	yes	INT004245	10	A	ERS3415066 (SAMEA5610876) 
INT004250	DAN032HUM2	human	human	human	DAN032	12/1/2016	DANDORA 'B'	6	yes	INT004250	10	A	ERS3415067 (SAMEA5610877) 
INT004258	DAN032GAL3	chickens	poultry	livestock	DAN032	12/1/2016	DANDORA 'B'	6	yes	INT004258	48	A	ERS3415068 (SAMEA5610878) 
INT004261	DAN032GAL4	chickens	poultry	livestock	DAN032	12/1/2016	DANDORA 'B'	6	yes	INT004261	2178	B1	ERS3415069 (SAMEA5610879) 
INT004268	DAN032GAL1	chickens	poultry	livestock	DAN032	12/1/2016	DANDORA 'B'	6	yes	INT004268	616	B1	ERS3415070 (SAMEA5610880) 
INT004284	DAN031ROD1	rodent	w_mammal	wildlife	DAN031	11/1/2016	DANDORA 'B'	6	yes	INT004284	9517	B1	ERS3415073 (SAMEA5610883) 
INT004297	DAN032GAL2	chickens	poultry	livestock	DAN032	12/1/2016	DANDORA 'B'	6	yes	INT004297	9512	A	ERS3415074 (SAMEA5610884) 
INT004316	DAN031ROD2	rodent	w_mammal	wildlife	DAN031	11/1/2016	DANDORA 'B'	6	yes	INT004316	7366	A	ERS3415076 (SAMEA5610886) 
INT004323	DAN033ROD3	rodent	w_mammal	wildlife	DAN033	13/1/2016	DANDORA 'B'	6	no	INT004323	7093	B1	ERS3415077 (SAMEA5610887) 
INT004326	DAN031HUM2	human	human	human	DAN031	11/1/2016	DANDORA 'B'	6	yes	INT004326	1727	B1	ERS3415078 (SAMEA5610888) 
INT004334	DAN031AVN12	avian	w_avian	wildlife	DAN031	11/1/2016	DANDORA 'B'	6	yes	INT004334	602	B1	ERS3415079 (SAMEA5610889) 
